filename,label
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_410.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_830.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_151.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_923.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_382.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_381.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_1051.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_573.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_592.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_971.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_384.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_49.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_352.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_603.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_764.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_969.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_1054.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_222.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_515.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_895.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_1101.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_240.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_778.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_494.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_881.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_781.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_137.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_685.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_43.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_291.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_460.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_1030.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_30.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_363.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_280.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_859.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_399.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_803.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_305.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_535.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_142.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_534.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_1031.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_1106.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_989.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_1009.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_692.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_537.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_221.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_213.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_522.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_756.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_999.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_966.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_630.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_170.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_741.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_298.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_1013.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_884.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_369.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_695.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_139.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_879.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_225.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_435.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_684.jpg,Late_Blight
../../AI_projects/PLD_3_Classes_256/Training/Late_Blight/Late_Blight_751.jpg,Late_Blight
